posx:415.86|posy:30|posz:964.6|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000011|scalez:4.000002|
posx:945.1158|posy:30|posz:1204.4|centerx:3.171265|centery:3.345947|centerz:2.5|sizex:0.9|sizey:3.503052|sizez:5|scalex:3|scaley:3|scalez:2|
posx:945.1158|posy:30|posz:1204.4|centerx:7.175232|centery:-4.267792|centerz:2.5|sizex:0.7|sizey:1.652039|sizez:5|scalex:3|scaley:3|scalez:2|
posx:945.1158|posy:30|posz:1204.4|centerx:7.15|centery:1.874603|centerz:2.5|sizex:0.7|sizey:6.449158|sizez:5|scalex:3|scaley:3|scalez:2|
posx:945.1158|posy:30|posz:1204.4|centerx:0.2|centery:5.5|centerz:2.5|sizex:14.6|sizey:0.8|sizez:5|scalex:3|scaley:3|scalez:2|
posx:945.1158|posy:30|posz:1204.4|centerx:-6.7|centery:1.95|centerz:2.5|sizex:0.8|sizey:6.3|sizez:5|scalex:3|scaley:3|scalez:2|
posx:945.1158|posy:30|posz:1204.4|centerx:-6.7|centery:-4.3|centerz:2.5|sizex:0.8|sizey:1.6|sizez:5|scalex:3|scaley:3|scalez:2|
posx:945.1158|posy:30|posz:1204.4|centerx:0.2|centery:-5.5|centerz:2.5|sizex:14.6|sizey:0.8|sizez:5|scalex:3|scaley:3|scalez:2|
posx:945.1158|posy:30|posz:1204.4|centerx:1.649933|centery:1.2|centerz:2.5|sizex:10.29987|sizey:0.8|sizez:5|scalex:3|scaley:3|scalez:2|
posx:425.3|posy:30.08843|posz:367|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:4|scalez:4.000002|
posx:620.45|posy:29.99989|posz:240.15|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3|scalez:2|
posx:831.3|posy:30|posz:355.09|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:4|scalez:4|
posx:615.4|posy:30|posz:817.69|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8|scalez:4|
posx:912.07|posy:29.9999|posz:336.02|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3.000001|scalez:2.000001|
posx:871.32|posy:38.9746|posz:365.3|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:4.000002|scalez:4.000002|
posx:520.568|posy:29.99987|posz:548.701|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3.000002|scalez:1|
posx:912.07|posy:29.9999|posz:401.27|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3.000002|scalez:2.000001|
posx:1081.75|posy:29.99451|posz:370.8919|centerx:-6.775982|centery:-0.09659052|centerz:2.3|sizex:0.600201|sizey:2.266762|sizez:5|scalex:2.2|scaley:2.2|scalez:2|
posx:1081.75|posy:29.99451|posz:370.8919|centerx:2.803566|centery:3.336097|centerz:2.3|sizex:0.4714125|sizey:3.333793|sizez:5|scalex:2.2|scaley:2.2|scalez:2|
posx:1081.75|posy:29.99451|posz:370.8919|centerx:-0.1307535|centery:1.342009|centerz:2.3|sizex:6.343383|sizey:0.6549324|sizez:5|scalex:2.2|scaley:2.2|scalez:2|
posx:1081.75|posy:29.99451|posz:370.8919|centerx:7.15812|centery:1.908372|centerz:2.3|sizex:0.7001842|sizey:6.191405|sizez:5|scalex:2.2|scaley:2.2|scalez:2|
posx:1081.75|posy:29.99451|posz:370.8919|centerx:-6.353898|centery:3.018144|centerz:2.3|sizex:1.443816|sizey:3.967588|sizez:5|scalex:2.2|scaley:2.2|scalez:2|
posx:1081.75|posy:29.99451|posz:370.8919|centerx:0.2193381|centery:5.453058|centerz:2.3|sizex:14.59184|sizey:0.8981321|sizez:5|scalex:2.2|scaley:2.2|scalez:2|
posx:1081.75|posy:29.99451|posz:370.8919|centerx:0.1743386|centery:-5.596204|centerz:2.3|sizex:14.75564|sizey:0.4407847|sizez:5|scalex:2.2|scaley:2.2|scalez:2|
posx:1081.75|posy:29.99451|posz:370.8919|centerx:7.185447|centery:-4.447038|centerz:2.3|sizex:0.7275391|sizey:1.847007|sizez:5|scalex:2.2|scaley:2.2|scalez:2|
posx:1081.75|posy:29.99451|posz:370.8919|centerx:-6.845924|centery:-4.435248|centerz:2.3|sizex:0.7188849|sizey:1.879801|sizez:5|scalex:2.2|scaley:2.2|scalez:2|
posx:380.1|posy:39.3209|posz:858.3|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000033|scalez:4.000002|
posx:894.6|posy:30|posz:591.6|centerx:-0.07285183|centery:0.6978862|centerz:1.1|sizex:2.405706|sizey:0.1342279|sizez:2.4|scalex:7|scaley:7|scalez:4|
posx:894.6|posy:30|posz:591.6|centerx:-1.17341|centery:-0.069162|centerz:1.1|sizex:0.2068206|sizey:1.398735|sizez:2.4|scalex:7|scaley:7|scalez:4|
posx:894.6|posy:30|posz:591.6|centerx:0.4636296|centery:-0.7014812|centerz:1.1|sizex:1.332742|sizey:0.1329613|sizez:2.4|scalex:7|scaley:7|scalez:4|
posx:894.6|posy:30|posz:591.6|centerx:1.203358|centery:-0.0003573213|centerz:1.1|sizex:0.1467154|sizey:1.531407|sizez:2.4|scalex:7|scaley:7|scalez:4|
posx:898.1|posy:30|posz:426.4|centerx:-0.07285183|centery:0.6978862|centerz:1.1|sizex:2.405706|sizey:0.1342279|sizez:2.4|scalex:7|scaley:7|scalez:4|
posx:898.1|posy:30|posz:426.4|centerx:-1.17341|centery:-0.069162|centerz:1.1|sizex:0.2068206|sizey:1.398735|sizez:2.4|scalex:7|scaley:7|scalez:4|
posx:898.1|posy:30|posz:426.4|centerx:0.4636296|centery:-0.7014812|centerz:1.1|sizex:1.332742|sizey:0.1329613|sizez:2.4|scalex:7|scaley:7|scalez:4|
posx:898.1|posy:30|posz:426.4|centerx:1.203358|centery:-0.0003573213|centerz:1.1|sizex:0.1467154|sizey:1.531407|sizez:2.4|scalex:7|scaley:7|scalez:4|
posx:232.79|posy:30|posz:323|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000013|scalez:4.000002|
posx:699.38|posy:30|posz:275.7|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:8|scaley:6|scalez:4|
posx:389.6|posy:39.49787|posz:988.28|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.00002|scalez:4|
posx:376.92|posy:30.08843|posz:402|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000024|scalez:4.000002|
posx:678.14|posy:29.99998|posz:842.27|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3|scalez:2|
posx:167.64|posy:39.3209|posz:275.4|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000013|scalez:4.000002|
posx:870.6|posy:30|posz:730.3|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:4.000002|scalez:4.000002|
posx:944.4622|posy:29.99451|posz:1084.5|centerx:3.171265|centery:3.345947|centerz:2.5|sizex:0.9|sizey:3.503052|sizez:5|scalex:3|scaley:3|scalez:2|
posx:944.4622|posy:29.99451|posz:1084.5|centerx:7.175232|centery:-4.267792|centerz:2.5|sizex:0.7|sizey:1.652039|sizez:5|scalex:3|scaley:3|scalez:2|
posx:944.4622|posy:29.99451|posz:1084.5|centerx:7.15|centery:1.874603|centerz:2.5|sizex:0.7|sizey:6.449158|sizez:5|scalex:3|scaley:3|scalez:2|
posx:944.4622|posy:29.99451|posz:1084.5|centerx:0.2|centery:5.5|centerz:2.5|sizex:14.6|sizey:0.8|sizez:5|scalex:3|scaley:3|scalez:2|
posx:944.4622|posy:29.99451|posz:1084.5|centerx:-6.7|centery:1.95|centerz:2.5|sizex:0.8|sizey:6.3|sizez:5|scalex:3|scaley:3|scalez:2|
posx:944.4622|posy:29.99451|posz:1084.5|centerx:-6.7|centery:-4.3|centerz:2.5|sizex:0.8|sizey:1.6|sizez:5|scalex:3|scaley:3|scalez:2|
posx:944.4622|posy:29.99451|posz:1084.5|centerx:0.2|centery:-5.5|centerz:2.5|sizex:14.6|sizey:0.8|sizez:5|scalex:3|scaley:3|scalez:2|
posx:944.4622|posy:29.99451|posz:1084.5|centerx:1.649933|centery:1.2|centerz:2.5|sizex:10.29987|sizey:0.8|sizez:5|scalex:3|scaley:3|scalez:2|
posx:186.28|posy:30|posz:275.4|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8|scalez:4.000002|
posx:228.95|posy:29.99984|posz:240.15|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3|scalez:2|
posx:149|posy:39.3209|posz:275.4|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000013|scalez:4.000002|
posx:223.56|posy:30|posz:275.4|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000004|scalez:4.000002|
posx:426|posy:30.08843|posz:301.3|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:4|scalez:4.000002|
posx:690.5|posy:30|posz:1319.6|centerx:-3.5|centery:-0.6|centerz:2.5|sizex:2.5|sizey:0.2|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:690.5|posy:30|posz:1319.6|centerx:2.3|centery:-2.5|centerz:2.5|sizex:5.3|sizey:0.3|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:690.5|posy:30|posz:1319.6|centerx:4.8|centery:-1.33|centerz:2.5|sizex:0.4|sizey:2.1|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:690.5|posy:30|posz:1319.6|centerx:4.8|centery:1.6|centerz:2.5|sizex:0.4|sizey:1.6|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:690.5|posy:30|posz:1319.6|centerx:3.75|centery:1.15|centerz:2.5|sizex:1.7|sizey:0.15|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:690.5|posy:30|posz:1319.6|centerx:1.7|centery:1.75|centerz:2.5|sizex:0.4|sizey:1.25|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:690.5|posy:30|posz:1319.6|centerx:-4.8|centery:0|centerz:2.5|sizex:0.3|sizey:5.1|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:690.5|posy:30|posz:1319.6|centerx:-3.25|centery:-2.5|centerz:2.5|sizex:2.9|sizey:0.3|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:690.5|posy:30|posz:1319.6|centerx:0.2|centery:2.5|centerz:2.5|sizex:9.8|sizey:0.3|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:690.5|posy:30|posz:1319.6|centerx:-2.3|centery:-0.3|centerz:2.5|sizex:0.3|sizey:0.4|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:690.5|posy:30|posz:1319.6|centerx:3.75|centery:-1|centerz:2.5|sizex:1.7|sizey:0.2|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:690.5|posy:30|posz:1319.6|centerx:1.65|centery:-1.65|centerz:2.5|sizex:0.5|sizey:1.4|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:690.5|posy:30|posz:1319.6|centerx:-2.3|centery:1.5|centerz:2.5|sizex:0.3|sizey:1.7|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:619|posy:30|posz:1275.2|centerx:-3.5|centery:-0.6|centerz:2.5|sizex:2.5|sizey:0.2|sizez:5|scalex:4|scaley:6|scalez:2.5|
posx:619|posy:30|posz:1275.2|centerx:2.3|centery:-2.5|centerz:2.5|sizex:5.3|sizey:0.3|sizez:5|scalex:4|scaley:6|scalez:2.5|
posx:619|posy:30|posz:1275.2|centerx:4.8|centery:-1.33|centerz:2.5|sizex:0.4|sizey:2.1|sizez:5|scalex:4|scaley:6|scalez:2.5|
posx:619|posy:30|posz:1275.2|centerx:4.8|centery:1.6|centerz:2.5|sizex:0.4|sizey:1.6|sizez:5|scalex:4|scaley:6|scalez:2.5|
posx:619|posy:30|posz:1275.2|centerx:3.75|centery:1.15|centerz:2.5|sizex:1.7|sizey:0.15|sizez:5|scalex:4|scaley:6|scalez:2.5|
posx:619|posy:30|posz:1275.2|centerx:1.7|centery:1.75|centerz:2.5|sizex:0.4|sizey:1.25|sizez:5|scalex:4|scaley:6|scalez:2.5|
posx:619|posy:30|posz:1275.2|centerx:-4.8|centery:0|centerz:2.5|sizex:0.3|sizey:5.1|sizez:5|scalex:4|scaley:6|scalez:2.5|
posx:619|posy:30|posz:1275.2|centerx:-3.25|centery:-2.5|centerz:2.5|sizex:2.9|sizey:0.3|sizez:5|scalex:4|scaley:6|scalez:2.5|
posx:619|posy:30|posz:1275.2|centerx:0.2|centery:2.5|centerz:2.5|sizex:9.8|sizey:0.3|sizez:5|scalex:4|scaley:6|scalez:2.5|
posx:619|posy:30|posz:1275.2|centerx:-2.3|centery:-0.3|centerz:2.5|sizex:0.3|sizey:0.4|sizez:5|scalex:4|scaley:6|scalez:2.5|
posx:619|posy:30|posz:1275.2|centerx:3.75|centery:-1|centerz:2.5|sizex:1.7|sizey:0.2|sizez:5|scalex:4|scaley:6|scalez:2.5|
posx:619|posy:30|posz:1275.2|centerx:1.65|centery:-1.65|centerz:2.5|sizex:0.5|sizey:1.4|sizez:5|scalex:4|scaley:6|scalez:2.5|
posx:619|posy:30|posz:1275.2|centerx:-2.3|centery:1.5|centerz:2.5|sizex:0.3|sizey:1.7|sizez:5|scalex:4|scaley:6|scalez:2.5|
posx:425.3|posy:30.08843|posz:334.7|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:4|scalez:4.000002|
posx:577.6|posy:30|posz:353.9|centerx:1.500001|centery:0.0002132416|centerz:0.24|sizex:0.2|sizey:3.83914|sizez:0.5|scalex:15|scaley:15.00002|scalez:25.00006|
posx:577.6|posy:30|posz:353.9|centerx:-1.500001|centery:-1.398722E-05|centerz:0.24|sizex:0.2|sizey:3.84016|sizez:0.5|scalex:15|scaley:15.00002|scalez:25.00006|
posx:577.6|posy:30|posz:353.9|centerx:1|centery:1.82|centerz:0.24|sizex:0.8|sizey:0.2|sizez:0.5|scalex:15|scaley:15.00002|scalez:25.00006|
posx:577.6|posy:30|posz:353.9|centerx:-1|centery:1.82|centerz:0.24|sizex:0.8|sizey:0.2|sizez:0.5|scalex:15|scaley:15.00002|scalez:25.00006|
posx:577.6|posy:30|posz:353.9|centerx:1|centery:-1.82|centerz:0.24|sizex:0.8|sizey:0.2|sizez:0.5|scalex:15|scaley:15.00002|scalez:25.00006|
posx:577.6|posy:30|posz:353.9|centerx:-1|centery:-1.82|centerz:0.24|sizex:0.8|sizey:0.2|sizez:0.5|scalex:15|scaley:15.00002|scalez:25.00006|
posx:420.87|posy:30.1|posz:904.3|centerx:1.1|centery:0|centerz:1.2|sizex:0.3|sizey:4.7|sizez:2.3|scalex:4|scaley:8|scalez:4|
posx:420.87|posy:30.1|posz:904.3|centerx:-1.1|centery:-0.1203796|centerz:1.2|sizex:0.2|sizey:4.944441|sizez:2.3|scalex:4|scaley:8|scalez:4|
posx:420.87|posy:30.1|posz:904.3|centerx:0.02408838|centery:2.5|centerz:1.2|sizex:2.451823|sizey:0.3000001|sizez:2.3|scalex:4|scaley:8|scalez:4|
posx:420.87|posy:30.1|posz:904.3|centerx:0.6|centery:-2.472471|centerz:1.2|sizex:1.3|sizey:0.2449428|sizez:2.3|scalex:4|scaley:8|scalez:4|
posx:453.89|posy:29.99988|posz:336.02|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3|scalez:2|
posx:207.08|posy:30.08843|posz:460.2|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000024|scalez:4.000002|
posx:872.5|posy:30|posz:817.69|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8|scalez:4|
posx:840.7|posy:30|posz:322.5|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:8|scaley:6|scalez:4.000002|
posx:242.11|posy:30|posz:323|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000013|scalez:4.000002|
posx:249.4|posy:30|posz:991.1|centerx:-0.07285183|centery:0.6978862|centerz:1.1|sizex:2.405706|sizey:0.1342279|sizez:2.4|scalex:7.000008|scaley:7.000004|scalez:4.000002|
posx:249.4|posy:30|posz:991.1|centerx:-1.17341|centery:-0.069162|centerz:1.1|sizex:0.2068206|sizey:1.398735|sizez:2.4|scalex:7.000008|scaley:7.000004|scalez:4.000002|
posx:249.4|posy:30|posz:991.1|centerx:0.4636296|centery:-0.7014812|centerz:1.1|sizex:1.332742|sizey:0.1329613|sizez:2.4|scalex:7.000008|scaley:7.000004|scalez:4.000002|
posx:249.4|posy:30|posz:991.1|centerx:1.203358|centery:-0.0003573213|centerz:1.1|sizex:0.1467154|sizey:1.531407|sizez:2.4|scalex:7.000008|scaley:7.000004|scalez:4.000002|
posx:945.1158|posy:30|posz:1145.3|centerx:3.171265|centery:3.345947|centerz:2.5|sizex:0.9|sizey:3.503052|sizez:5|scalex:3|scaley:3.000002|scalez:2.000001|
posx:945.1158|posy:30|posz:1145.3|centerx:7.175232|centery:-4.267792|centerz:2.5|sizex:0.7|sizey:1.652039|sizez:5|scalex:3|scaley:3.000002|scalez:2.000001|
posx:945.1158|posy:30|posz:1145.3|centerx:7.15|centery:1.874603|centerz:2.5|sizex:0.7|sizey:6.449158|sizez:5|scalex:3|scaley:3.000002|scalez:2.000001|
posx:945.1158|posy:30|posz:1145.3|centerx:0.2|centery:5.5|centerz:2.5|sizex:14.6|sizey:0.8|sizez:5|scalex:3|scaley:3.000002|scalez:2.000001|
posx:945.1158|posy:30|posz:1145.3|centerx:-6.7|centery:1.95|centerz:2.5|sizex:0.8|sizey:6.3|sizez:5|scalex:3|scaley:3.000002|scalez:2.000001|
posx:945.1158|posy:30|posz:1145.3|centerx:-6.7|centery:-4.3|centerz:2.5|sizex:0.8|sizey:1.6|sizez:5|scalex:3|scaley:3.000002|scalez:2.000001|
posx:945.1158|posy:30|posz:1145.3|centerx:0.2|centery:-5.5|centerz:2.5|sizex:14.6|sizey:0.8|sizez:5|scalex:3|scaley:3.000002|scalez:2.000001|
posx:945.1158|posy:30|posz:1145.3|centerx:1.649933|centery:1.2|centerz:2.5|sizex:10.29987|sizey:0.8|sizez:5|scalex:3|scaley:3.000002|scalez:2.000001|
posx:629.5|posy:30|posz:1215.1|centerx:0.01491942|centery:0.5750148|centerz:0.02661287|sizex:0.2363337|sizey:1.150629|sizez:0.167978|scalex:10.00001|scaley:5|scalez:10.00001|
posx:789.9|posy:30|posz:390.6|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:4.000002|scalez:4.000002|
posx:734.1158|posy:30|posz:353.9|centerx:1.500001|centery:0.0002132416|centerz:0.24|sizex:0.2|sizey:3.83914|sizez:0.5|scalex:15|scaley:15|scalez:25.00002|
posx:734.1158|posy:30|posz:353.9|centerx:-1.500001|centery:-1.398722E-05|centerz:0.24|sizex:0.2|sizey:3.84016|sizez:0.5|scalex:15|scaley:15|scalez:25.00002|
posx:734.1158|posy:30|posz:353.9|centerx:1|centery:1.82|centerz:0.24|sizex:0.8|sizey:0.2|sizez:0.5|scalex:15|scaley:15|scalez:25.00002|
posx:734.1158|posy:30|posz:353.9|centerx:-1|centery:1.82|centerz:0.24|sizex:0.8|sizey:0.2|sizez:0.5|scalex:15|scaley:15|scalez:25.00002|
posx:734.1158|posy:30|posz:353.9|centerx:1|centery:-1.82|centerz:0.24|sizex:0.8|sizey:0.2|sizez:0.5|scalex:15|scaley:15|scalez:25.00002|
posx:734.1158|posy:30|posz:353.9|centerx:-1|centery:-1.82|centerz:0.24|sizex:0.8|sizey:0.2|sizez:0.5|scalex:15|scaley:15|scalez:25.00002|
posx:380.012|posy:39.4094|posz:898.94|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000024|scalez:4.000002|
posx:805.8|posy:29.99451|posz:1214.43|centerx:0.01491942|centery:0.5750148|centerz:0.02661287|sizex:0.2363337|sizey:1.150629|sizez:0.167978|scalex:10.00001|scaley:5|scalez:10.00001|
posx:288.2|posy:30.1|posz:314.8|centerx:1.1|centery:0|centerz:1.2|sizex:0.3|sizey:4.7|sizez:2.3|scalex:4|scaley:4.000002|scalez:4.000002|
posx:288.2|posy:30.1|posz:314.8|centerx:-1.1|centery:-0.1203796|centerz:1.2|sizex:0.2|sizey:4.944441|sizez:2.3|scalex:4|scaley:4.000002|scalez:4.000002|
posx:288.2|posy:30.1|posz:314.8|centerx:0.02408838|centery:2.5|centerz:1.2|sizex:2.451823|sizey:0.3000001|sizez:2.3|scalex:4|scaley:4.000002|scalez:4.000002|
posx:288.2|posy:30.1|posz:314.8|centerx:0.6|centery:-2.472471|centerz:1.2|sizex:1.3|sizey:0.2449428|sizez:2.3|scalex:4|scaley:4.000002|scalez:4.000002|
posx:977.2|posy:30|posz:1271.8|centerx:-0.07285183|centery:0.6978862|centerz:1.1|sizex:2.405706|sizey:0.1342279|sizez:2.4|scalex:7|scaley:7|scalez:4|
posx:977.2|posy:30|posz:1271.8|centerx:-1.17341|centery:-0.069162|centerz:1.1|sizex:0.2068206|sizey:1.398735|sizez:2.4|scalex:7|scaley:7|scalez:4|
posx:977.2|posy:30|posz:1271.8|centerx:0.4636296|centery:-0.7014812|centerz:1.1|sizex:1.332742|sizey:0.1329613|sizez:2.4|scalex:7|scaley:7|scalez:4|
posx:977.2|posy:30|posz:1271.8|centerx:1.203358|centery:-0.0003573213|centerz:1.1|sizex:0.1467154|sizey:1.531407|sizez:2.4|scalex:7|scaley:7|scalez:4|
posx:380.1|posy:30|posz:858.3|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000013|scalez:4.000002|
posx:489.95|posy:29.99987|posz:240.15|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3|scalez:2|
posx:388.64|posy:29.99989|posz:548.701|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3|scalez:1|
posx:1107.592|posy:29.99451|posz:526|centerx:-17.78829|centery:9.627803|centerz:2|sizex:2.879064|sizey:5.295494|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:15.01681|centery:7.440676|centerz:2|sizex:2.671631|sizey:0.9528793|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:17.78829|centery:9.619771|centerz:2|sizex:2.879064|sizey:5.311555|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:-17.78829|centery:-9.680741|centerz:2|sizex:2.879064|sizey:5.189617|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:-10.43769|centery:7.47827|centerz:2|sizex:2.438105|sizey:0.8712066|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:-0.001589457|centery:-13.14494|centerz:2|sizex:38.45094|sizey:1.710123|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:-6.392558|centery:-9.657047|centerz:2|sizex:5.651978|sizey:5.248775|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:-14.99459|centery:7.449405|centerz:2|sizex:2.711258|sizey:0.9302976|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:10.46305|centery:7.47629|centerz:2|sizex:2.638349|sizey:0.857442|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:6.335308|centery:-9.660381|centerz:2|sizex:5.630659|sizey:5.233475|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:6.335308|centery:9.660381|centerz:2|sizex:5.630659|sizey:5.233475|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:-2.250875|centery:-7.465865|centerz:2|sizex:2.630981|sizey:0.8681002|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:-6.392558|centery:9.660953|centerz:2|sizex:5.651978|sizey:5.240964|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:-10.43769|centery:-7.470525|centerz:2|sizex:2.438105|sizey:0.8866981|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:-14.99459|centery:-7.492212|centerz:2|sizex:2.711258|sizey:0.8446831|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:10.46751|centery:-7.475874|centerz:2|sizex:2.629438|sizey:0.8582736|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:2.28416|centery:7.454034|centerz:2|sizex:2.468709|sizey:0.8440333|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:2.27712|centery:-7.460712|centerz:2|sizex:2.485962|sizey:0.8306755|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:-0.001243591|centery:13.14494|centerz:2|sizex:38.45163|sizey:1.710123|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:-2.25118|centery:7.469535|centerz:2|sizex:2.631592|sizey:0.8607575|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:15.01681|centery:-7.41692|centerz:2|sizex:2.671631|sizey:1.000394|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1107.592|posy:29.99451|posz:526|centerx:17.78829|centery:-9.599056|centerz:2|sizex:2.879064|sizey:5.352987|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:438.96|posy:39.3209|posz:959.8|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:4|scalez:4.000002|
