x: 415.86, y: 30, z: 964.6
x: 1515.7, y: 30, z: 1633.568
- x: 2.485962, y: 0.8306755, z: 4
x: 1515.7, y: 30, z: 1633.568
- x: 2.468709, y: 0.8440333, z: 4
x: 1515.7, y: 30, z: 1633.568
- x: 5.630659, y: 5.233475, z: 4
x: 1515.7, y: 30, z: 1633.568
- x: 5.630659, y: 5.233475, z: 4
x: 1515.7, y: 30, z: 1633.568
- x: 5.651978, y: 5.248775, z: 4
x: 1515.7, y: 30, z: 1633.568
- x: 5.651978, y: 5.240964, z: 4
x: 1515.7, y: 30, z: 1633.568
- x: 2.879064, y: 5.295494, z: 4
x: 1515.7, y: 30, z: 1633.568
- x: 2.879064, y: 5.311555, z: 4
x: 1515.7, y: 30, z: 1633.568
- x: 2.879064, y: 5.352987, z: 4
x: 1515.7, y: 30, z: 1633.568
- x: 38.45163, y: 1.710123, z: 4
x: 1515.7, y: 30, z: 1633.568
- x: 38.45094, y: 1.710123, z: 4
x: 1515.7, y: 30, z: 1633.568
- x: 2.879064, y: 5.189617, z: 4
x: 804.2, y: 30, z: 1351.9
- x: 0.1315962, y: 1.150629, z: 0.1489947
x: 534.7, y: 30.08843, z: 301.3
- x: 2.330234, y: 5.080001, z: 2.330235
x: 510.156, y: 29.99999, z: 988.52
- x: 4.860641, y: 21.19602, z: 18.84154
x: 374.76, y: 39.4094, z: 933.7
- x: 2.330234, y: 5.080001, z: 2.330235
x: 539.638, y: 29.99996, z: 784.13
- x: 4.860642, y: 21.74991, z: 18.84154
x: 294.2, y: 29.99984, z: 240.15
- x: 4.860642, y: 21.74991, z: 18.84154
x: 885.42, y: 30, z: 756.12
- x: 2.330234, y: 5.080001, z: 2.330235
x: 809.7, y: 30, z: 1243.7
- x: 2.5, y: 0.2, z: 5
x: 809.7, y: 30, z: 1243.7
- x: 5.3, y: 0.3, z: 5
x: 809.7, y: 30, z: 1243.7
- x: 0.4, y: 2.1, z: 5
x: 809.7, y: 30, z: 1243.7
- x: 0.4, y: 1.6, z: 5
x: 809.7, y: 30, z: 1243.7
- x: 1.7, y: 0.15, z: 5
x: 809.7, y: 30, z: 1243.7
- x: 0.4, y: 1.25, z: 5
x: 809.7, y: 30, z: 1243.7
- x: 0.3, y: 5.1, z: 5
x: 809.7, y: 30, z: 1243.7
- x: 2.9, y: 0.3, z: 5
x: 809.7, y: 30, z: 1243.7
- x: 9.8, y: 0.3, z: 5
x: 809.7, y: 30, z: 1243.7
- x: 0.3, y: 0.4, z: 5
x: 809.7, y: 30, z: 1243.7
- x: 1.7, y: 0.2, z: 5
x: 809.7, y: 30, z: 1243.7
- x: 0.5, y: 1.4, z: 5
x: 809.7, y: 30, z: 1243.7
- x: 0.3, y: 1.7, z: 5
x: 350.9, y: 30, z: 275.3
- x: 2.330234, y: 5.080001, z: 2.330235
x: 771.93, y: 29.99451, z: 1260.01
- x: 0.2363337, y: 1.150629, z: 0.167978
x: 485.4, y: 30.1, z: 328.8
- x: 2.3, y: 5, z: 1
x: 877.15, y: 29.99997, z: 847.71
- x: 4.860641, y: 30.36612, z: 9.789559
x: 284.5, y: 30, z: 865.7
- x: 3, y: 4, z: 0.1
x: 195.6, y: 30, z: 275.4
- x: 2.330234, y: 5.080001, z: 2.330235
x: 390.508, y: 30.17697, z: 988.28
- x: 2.330234, y: 5.080001, z: 2.330235
x: 1081.75, y: 29.99451, z: 370.8919
- x: 16, y: 13, z: 0.5
x: 881.45, y: 29.9999, z: 240.15
- x: 4.860642, y: 22.79321, z: 18.84154
x: 865.98, y: 30, z: 681.89
- x: 2.330234, y: 5.080001, z: 2.330235
x: 781.3, y: 30, z: 1161.1
- x: 0.2363337, y: 1.150629, z: 0.167978
x: 555.6, y: 30.1, z: 268.1
- x: 2.3, y: 5, z: 1
x: 577.6, y: 30, z: 353.9
- x: 3, y: 4, z: 0.1
x: 438.96, y: 30, z: 960.1
- x: 2.330234, y: 5.080001, z: 2.330235
x: 167.64, y: 30, z: 275.4
- x: 2.330234, y: 5.080001, z: 2.330235
x: 799.2, y: 30, z: 322.5
- x: 2.330234, y: 5.080001, z: 2.330235
x: 545.4, y: 30, z: 722.92
- x: 2.330234, y: 5.080001, z: 2.330235
x: 453.89, y: 29.99987, z: 270.77
- x: 4.860642, y: 21.16293, z: 18.84154
x: 650.1, y: 30, z: 1344.9
- x: 0.1315962, y: 1.150629, z: 0.1489947
x: 619, y: 30, z: 1275.2
- x: 11, y: 6, z: 1
x: 605.7, y: 30, z: 761.1
- x: 2.028931, y: 5.332152, z: 10
x: 605.7, y: 30, z: 761.1
- x: 1.902954, y: 19.57305, z: 10
x: 605.7, y: 30, z: 761.1
- x: 13.8501, y: 2.717254, z: 10
x: 605.7, y: 30, z: 761.1
- x: 5.306519, y: 3.08319, z: 10
x: 605.7, y: 30, z: 761.1
- x: 2.661133, y: 10.50711, z: 10
x: 605.7, y: 30, z: 761.1
- x: 27, y: 3, z: 10
x: 831.4, y: 30.1, z: 390.1
- x: 0.3, y: 4.7, z: 2.3
x: 831.4, y: 30.1, z: 390.1
- x: 0.2, y: 4.944441, z: 2.3
x: 831.4, y: 30.1, z: 390.1
- x: 2.451823, y: 0.3000001, z: 2.3
x: 831.4, y: 30.1, z: 390.1
- x: 1.3, y: 0.2449428, z: 2.3
x: 386.24, y: 30.08843, z: 402
- x: 2.330234, y: 5.080001, z: 2.330235
x: 361.46, y: 30, z: 858.3
- x: 2.330234, y: 5.080001, z: 2.330235
x: 566.7, y: 29.91152, z: 777.8
- x: 2.330234, y: 5.080001, z: 2.330235
x: 1107.592, y: 29.99451, z: 526
- x: 39, y: 28, z: 1
x: 129.07, y: 29.99992, z: 727.52
- x: 4.860642, y: 21.74991, z: 18.84154
x: 424.7, y: 29.99986, z: 240.15
- x: 4.860642, y: 21.74991, z: 18.84154
x: 885.33, y: 30, z: 735.8
- x: 2.330234, y: 5.080001, z: 2.330235
x: 805.7, y: 30, z: 1243.6
- x: 1, y: 17.8, z: 1.3
x: 805.7, y: 30, z: 1243.6
- x: 12, y: 1.1, z: 1.3
x: 805.7, y: 30, z: 1243.6
- x: 12, y: 1.1, z: 1.3
x: 805.7, y: 30, z: 1243.6
- x: 0.9, y: 3.4, z: 1.3
x: 805.7, y: 30, z: 1243.6
- x: 0.9, y: 7.5, z: 1.3
x: 668.9, y: 30, z: 275.88
- x: 2.330234, y: 5.080001, z: 2.330235
x: 1082, y: 29.99451, z: 414
- x: 16, y: 13, z: 0.5
x: 690, y: 30, z: 762.2
- x: 0.2, y: 3.83914, z: 0.5
x: 690, y: 30, z: 762.2
- x: 0.2, y: 3.84016, z: 0.5
x: 690, y: 30, z: 762.2
- x: 0.8, y: 0.2, z: 0.5
x: 690, y: 30, z: 762.2
- x: 0.8, y: 0.2, z: 0.5
x: 690, y: 30, z: 762.2
- x: 0.8, y: 0.2, z: 0.5
x: 690, y: 30, z: 762.2
- x: 0.8, y: 0.2, z: 0.5
x: 655.1, y: 29.99451, z: 1186.9
- x: 1, y: 17.8, z: 1.3
x: 655.1, y: 29.99451, z: 1186.9
- x: 12, y: 1.1, z: 1.3
x: 655.1, y: 29.99451, z: 1186.9
- x: 12, y: 1.1, z: 1.3
x: 655.1, y: 29.99451, z: 1186.9
- x: 0.9, y: 3.4, z: 1.3
x: 655.1, y: 29.99451, z: 1186.9
- x: 0.9, y: 7.5, z: 1.3
x: 816.5, y: 30, z: 762.2
- x: 3, y: 4, z: 0.1
x: 693.7, y: 30, z: 307.7
- x: 2.330234, y: 5.080001, z: 2.330235
x: 675.8, y: 30, z: 1211.6
- x: 0.1806535, y: 1.150629, z: 0.1932872
x: 1082, y: 29.99451, z: 414
- x: 0.600201, y: 2.266762, z: 5
x: 1082, y: 29.99451, z: 414
- x: 0.4714125, y: 3.333793, z: 5
x: 1082, y: 29.99451, z: 414
- x: 6.343383, y: 0.6549324, z: 5
x: 1082, y: 29.99451, z: 414
- x: 0.7001842, y: 6.191405, z: 5
x: 1082, y: 29.99451, z: 414
- x: 1.443816, y: 3.967588, z: 5
x: 1082, y: 29.99451, z: 414
- x: 14.59184, y: 0.8981321, z: 5
x: 1082, y: 29.99451, z: 414
- x: 14.75564, y: 0.4407847, z: 5
x: 1082, y: 29.99451, z: 414
- x: 0.7275391, y: 1.847007, z: 5
x: 1082, y: 29.99451, z: 414
- x: 0.7188849, y: 1.879801, z: 5
x: 546.216, y: 29.99998, z: 892.65
- x: 4.860641, y: 22.80666, z: 18.84154
x: 871.2, y: 30, z: 355
- x: 2.330234, y: 5.080001, z: 2.330235
x: 420.87, y: 30.1, z: 904.3
- x: 2.3, y: 5, z: 1
x: 884.62, y: 30, z: 681.89
- x: 2.330234, y: 5.080001, z: 2.330235
x: 408.36, y: 30.1, z: 882.7
- x: 0.3, y: 4.7, z: 2.3
x: 408.36, y: 30.1, z: 882.7
- x: 0.2, y: 4.944441, z: 2.3
x: 408.36, y: 30.1, z: 882.7
- x: 2.451823, y: 0.3000001, z: 2.3
x: 408.36, y: 30.1, z: 882.7
- x: 1.3, y: 0.2449428, z: 2.3
x: 615.2, y: 30, z: 339.1
- x: 2.330234, y: 5.080001, z: 2.330235
x: 685.7, y: 29.99989, z: 240.15
- x: 4.860642, y: 21.74991, z: 18.84154
x: 731.8353, y: 30, z: 1100.5
- x: 17, y: 11, z: 1
x: 478.44, y: 30, z: 363.2
- x: 2.330234, y: 5.080001, z: 2.330235
x: 288.2, y: 30.1, z: 338
- x: 0.3, y: 4.7, z: 2.3
x: 288.2, y: 30.1, z: 338
- x: 0.2, y: 4.944441, z: 2.3
x: 288.2, y: 30.1, z: 338
- x: 2.451823, y: 0.3000001, z: 2.3
x: 288.2, y: 30.1, z: 338
- x: 1.3, y: 0.2449428, z: 2.3
x: 886.9, y: 30, z: 783.4
- x: 2.330234, y: 5.080001, z: 2.330235
x: 489.95, y: 29.99989, z: 518.082
- x: 4.860642, y: 21.74991, z: 18.84154
x: 424.7, y: 29.9999, z: 584.76
- x: 4.860642, y: 21.74991, z: 18.84154
x: 1494, y: 30, z: 1910.068
- x: 39, y: 28, z: 1
x: 214.15, y: 30, z: 323
- x: 2.330234, y: 5.080001, z: 2.330235
x: 816.2, y: 29.9999, z: 240.15
- x: 4.860642, y: 21.74991, z: 18.84154
x: 677.6, y: 30, z: 1233.3
- x: 0.1315962, y: 1.150629, z: 0.1489947
x: 374.76, y: 30.0885, z: 963.3
- x: 2.330234, y: 5.080001, z: 2.330235
x: 977.2404, y: 30, z: 456.437
- x: 2.405706, y: 0.1342279, z: 2.4
x: 977.2404, y: 30, z: 456.437
- x: 0.2068206, y: 1.398735, z: 2.4
x: 977.2404, y: 30, z: 456.437
- x: 1.332742, y: 0.1329613, z: 2.4
x: 977.2404, y: 30, z: 456.437
- x: 0.1467154, y: 1.531407, z: 2.4
x: 945.1158, y: 30, z: 1204.4
- x: 15, y: 12, z: 1
x: 343.1, y: 30, z: 1024.58
- x: 4.860642, y: 21.74991, z: 18.84154
x: 216.4, y: 30.08843, z: 460.2
- x: 2.330234, y: 5.080001, z: 2.330235
x: 129.07, y: 29.99994, z: 792.77
- x: 4.860642, y: 21.74991, z: 18.84154
x: 436.5, y: 30, z: 772.4
- x: 3, y: 4, z: 0.1
x: 731.8353, y: 30, z: 1100.5
- x: 1, y: 10, z: 5
x: 731.8353, y: 30, z: 1100.5
- x: 1, y: 10, z: 5
x: 731.8353, y: 30, z: 1100.5
- x: 13.3, y: 0.7, z: 5
x: 731.8353, y: 30, z: 1100.5
- x: 2.7, y: 0.5, z: 5
x: 731.8353, y: 30, z: 1100.5
- x: 2.5, y: 0.5, z: 5
x: 821, y: 30, z: 682
- x: 2.028931, y: 5.332152, z: 10
x: 821, y: 30, z: 682
- x: 1.902954, y: 19.57305, z: 10
x: 821, y: 30, z: 682
- x: 13.8501, y: 2.717254, z: 10
x: 821, y: 30, z: 682
- x: 5.306519, y: 3.08319, z: 10
x: 821, y: 30, z: 682
- x: 2.661133, y: 10.50711, z: 10
x: 821, y: 30, z: 682
- x: 27, y: 3, z: 10
x: 176.96, y: 30, z: 275.4
- x: 2.330234, y: 5.080001, z: 2.330235
x: 808.93, y: 39.0185, z: 390.853
- x: 2.330234, y: 5.080001, z: 2.330235
x: 752.5, y: 30, z: 760.3
- x: 2.330234, y: 5.080001, z: 2.330235
x: 912.07, y: 29.99989, z: 270.77
- x: 4.860642, y: 21.15713, z: 18.84154
x: 214.24, y: 30, z: 275.4
- x: 2.330234, y: 5.080001, z: 2.330235
x: 489.4, y: 29.99451, z: 548.8
- x: 6.849831, y: 6.875944, z: 0.288264
x: 809.7, y: 30, z: 1243.7
- x: 11, y: 6, z: 1
x: 288.2, y: 30.1, z: 338
- x: 2.3, y: 5, z: 1
x: 487.76, y: 30, z: 363.2
- x: 2.330234, y: 5.080001, z: 2.330235
x: 977.2404, y: 30, z: 627.3
- x: 2.405706, y: 0.1342279, z: 2.4
x: 977.2404, y: 30, z: 627.3
- x: 0.2068206, y: 1.398735, z: 2.4
x: 977.2404, y: 30, z: 627.3
- x: 1.332742, y: 0.1329613, z: 2.4
x: 977.2404, y: 30, z: 627.3
- x: 0.1467154, y: 1.531407, z: 2.4
x: 510.156, y: 29.99998, z: 923.27
- x: 4.860642, y: 21.17459, z: 18.84154
x: 734.1158, y: 30, z: 353.9
- x: 3, y: 4, z: 0.1
x: 129.07, y: 29.99995, z: 858.02
- x: 4.860642, y: 21.74991, z: 18.84154
x: 363, y: 30, z: 991.1
- x: 2.405706, y: 0.1342279, z: 2.4
x: 363, y: 30, z: 991.1
- x: 0.2068206, y: 1.398735, z: 2.4
x: 363, y: 30, z: 991.1
- x: 1.332742, y: 0.1329613, z: 2.4
x: 363, y: 30, z: 991.1
- x: 0.1467154, y: 1.531407, z: 2.4
x: 195.6, y: 39.3209, z: 275.4
- x: 2.330234, y: 5.080001, z: 2.330235
x: 882.1, y: 30, z: 322.4
- x: 2.330234, y: 5.080001, z: 2.330235
x: 685.2, y: 30, z: 1261.5
- x: 0.1315962, y: 1.150629, z: 0.1489947
x: 875.3, y: 30, z: 681.89
- x: 2.330234, y: 5.080001, z: 2.330235
x: 607.9401, y: 30, z: 276.24
- x: 2.330234, y: 5.080001, z: 2.330235
x: 816.5, y: 30, z: 762.2
- x: 0.2, y: 3.83914, z: 0.5
x: 816.5, y: 30, z: 762.2
- x: 0.2, y: 3.84016, z: 0.5
x: 816.5, y: 30, z: 762.2
- x: 0.8, y: 0.2, z: 0.5
x: 816.5, y: 30, z: 762.2
- x: 0.8, y: 0.2, z: 0.5
x: 816.5, y: 30, z: 762.2
- x: 0.8, y: 0.2, z: 0.5
x: 816.5, y: 30, z: 762.2
- x: 0.8, y: 0.2, z: 0.5
x: 129.07, y: 29.99984, z: 466.52
- x: 4.860642, y: 21.74991, z: 18.84154
x: 416.3, y: 30.08843, z: 271.1
- x: 2.330234, y: 5.080001, z: 2.330235
x: 835.9, y: 30, z: 1124.4
- x: 11, y: 6, z: 1
x: 656.5, y: 30, z: 353.9
- x: 3, y: 4, z: 0.1
x: 204.83, y: 30, z: 323
- x: 2.330234, y: 5.080001, z: 2.330235
x: 251.52, y: 30, z: 275.4
- x: 2.330234, y: 5.080001, z: 2.330235
x: 478.44, y: 30, z: 272
- x: 2.330234, y: 5.080001, z: 2.330235
x: 287.7, y: 30.1, z: 286.8
- x: 2.3, y: 5, z: 1
x: 851, y: 30, z: 355
- x: 2.330234, y: 5.080001, z: 2.330235
x: 1783, y: 30, z: 1583.068
- x: 39, y: 28, z: 1
x: 786.5, y: 30, z: 1122.1
- x: 0.2363337, y: 1.150629, z: 0.167978
x: 507.7, y: 30.1, z: 309.8
- x: 0.3, y: 4.7, z: 2.3
x: 507.7, y: 30.1, z: 309.8
- x: 0.2, y: 4.944441, z: 2.3
x: 507.7, y: 30.1, z: 309.8
- x: 2.451823, y: 0.3000001, z: 2.3
x: 507.7, y: 30.1, z: 309.8
- x: 1.3, y: 0.2449428, z: 2.3
x: 945.1158, y: 30, z: 1145.3
- x: 15, y: 12, z: 1
x: 374.76, y: 30.0885, z: 933.7
- x: 2.330234, y: 5.080001, z: 2.330235
x: 506.4, y: 30, z: 272
- x: 2.330234, y: 5.080001, z: 2.330235
x: 808.6, y: 30.1, z: 390.3
- x: 2.3, y: 5, z: 1
x: 199.6, y: 30, z: 390.7
- x: 0.2, y: 3.83914, z: 0.5
x: 199.6, y: 30, z: 390.7
- x: 0.2, y: 3.84016, z: 0.5
x: 199.6, y: 30, z: 390.7
- x: 0.8, y: 0.2, z: 0.5
x: 199.6, y: 30, z: 390.7
- x: 0.8, y: 0.2, z: 0.5
x: 199.6, y: 30, z: 390.7
- x: 0.8, y: 0.2, z: 0.5
x: 199.6, y: 30, z: 390.7
- x: 0.8, y: 0.2, z: 0.5
x: 534.7, y: 30.08843, z: 330.9
- x: 2.330234, y: 5.080001, z: 2.330235
x: 129.07, y: 29.99998, z: 988.52
- x: 4.860642, y: 22.80509, z: 18.84154
x: 690, y: 30, z: 762.2
- x: 3, y: 4, z: 0.1
x: 415.86, y: 39.3209, z: 968
- x: 2.330234, y: 5.080001, z: 2.330235
x: 345.8, y: 39.3209, z: 883.28
- x: 2.330234, y: 5.080001, z: 2.330235
x: 424.7, y: 29.99987, z: 518.082
- x: 4.860642, y: 21.74991, z: 18.84154
x: 782.8, y: 29.99451, z: 1335.8
- x: 0.2363337, y: 1.150629, z: 0.167978
x: 284.5, y: 30, z: 865.7
- x: 0.2, y: 3.83914, z: 0.5
x: 284.5, y: 30, z: 865.7
- x: 0.2, y: 3.84016, z: 0.5
x: 284.5, y: 30, z: 865.7
- x: 0.8, y: 0.2, z: 0.5
x: 284.5, y: 30, z: 865.7
- x: 0.8, y: 0.2, z: 0.5
x: 284.5, y: 30, z: 865.7
- x: 0.8, y: 0.2, z: 0.5
x: 284.5, y: 30, z: 865.7
- x: 0.8, y: 0.2, z: 0.5
x: 204.92, y: 30, z: 275.4
- x: 2.330234, y: 5.080001, z: 2.330235
x: 601, y: 30, z: 1307.4
- x: 0.2363337, y: 1.150629, z: 0.167978
x: 485, y: 39.3209, z: 818.3
- x: 2.330234, y: 5.080001, z: 2.330235
x: 485.4, y: 30.1, z: 328.8
- x: 0.3, y: 4.7, z: 2.3
x: 485.4, y: 30.1, z: 328.8
- x: 0.2, y: 4.944441, z: 2.3
x: 485.4, y: 30.1, z: 328.8
- x: 2.451823, y: 0.3000001, z: 2.3
x: 485.4, y: 30.1, z: 328.8
- x: 1.3, y: 0.2449428, z: 2.3
x: 1656, y: 30, z: 1585.068
- x: 39, y: 28, z: 1
x: 489.95, y: 29.9999, z: 584.76
- x: 4.860642, y: 21.74991, z: 18.84154
x: 288.2, y: 30.1, z: 314.8
- x: 2.3, y: 5, z: 1
x: 361.46, y: 39.3209, z: 858.3
- x: 2.330234, y: 5.080001, z: 2.330235
x: 497.08, y: 30, z: 272
- x: 2.330234, y: 5.080001, z: 2.330235
x: 515.72, y: 30, z: 363.2
- x: 2.330234, y: 5.080001, z: 2.330235
x: 367.6, y: 30.08843, z: 402
- x: 2.330234, y: 5.080001, z: 2.330235
x: 656.5, y: 30, z: 353.9
- x: 0.2, y: 3.83914, z: 0.5
x: 656.5, y: 30, z: 353.9
- x: 0.2, y: 3.84016, z: 0.5
x: 656.5, y: 30, z: 353.9
- x: 0.8, y: 0.2, z: 0.5
x: 656.5, y: 30, z: 353.9
- x: 0.8, y: 0.2, z: 0.5
x: 656.5, y: 30, z: 353.9
- x: 0.8, y: 0.2, z: 0.5
x: 656.5, y: 30, z: 353.9
- x: 0.8, y: 0.2, z: 0.5
x: 251.43, y: 30, z: 323
- x: 2.330234, y: 5.080001, z: 2.330235
x: 871.23, y: 29.74213, z: 375.507
- x: 2.330234, y: 5.080001, z: 2.330235
x: 545.4, y: 30, z: 732.06
- x: 2.330234, y: 5.080001, z: 2.330235
x: 374.76, y: 39.4094, z: 963.3
- x: 2.330234, y: 5.080001, z: 2.330235
x: 555.6, y: 30.1, z: 268.1
- x: 0.3, y: 4.7, z: 2.3
x: 555.6, y: 30.1, z: 268.1
- x: 0.2, y: 4.944441, z: 2.3
x: 555.6, y: 30.1, z: 268.1
- x: 2.451823, y: 0.3000001, z: 2.3
x: 555.6, y: 30.1, z: 268.1
- x: 1.3, y: 0.2449428, z: 2.3
x: 814, y: 30, z: 1093.4
- x: 0.2363337, y: 1.150629, z: 0.167978
x: 1653.1, y: 30, z: 1764.968
- x: 17, y: 11, z: 1
x: 909.6, y: 29.99994, z: 681.15
- x: 4.860642, y: 21.74991, z: 18.84154
x: 506.4, y: 30, z: 363.2
- x: 2.330234, y: 5.080001, z: 2.330235
x: 129.07, y: 29.99984, z: 531.77
- x: 4.860642, y: 65.24601, z: 5.381379
x: 638.42, y: 30, z: 276.06
- x: 2.330234, y: 5.080001, z: 2.330235
x: 1515.7, y: 30, z: 1633.568
- x: 39, y: 28, z: 1
x: 507.7, y: 30.1, z: 309.8
- x: 2.3, y: 5, z: 1
x: 232.88, y: 30, z: 275.4
- x: 2.330234, y: 5.080001, z: 2.330235
x: 789.9, y: 30, z: 355
- x: 2.330234, y: 5.080001, z: 2.330235
x: 176.96, y: 39.3209, z: 275.4
- x: 2.330234, y: 5.080001, z: 2.330235
x: 750.95, y: 29.9999, z: 240.15
- x: 4.860642, y: 21.74991, z: 18.84154
x: 866.07, y: 30, z: 702.21
- x: 2.330234, y: 5.080001, z: 2.330235
x: 733.8, y: 30, z: 282.5
- x: 2.330234, y: 5.080001, z: 2.330235
x: 515.72, y: 30, z: 272
- x: 2.330234, y: 5.080001, z: 2.330235
x: 453.89, y: 29.99987, z: 548.7
- x: 4.860642, y: 21.74991, z: 18.84154
x: 387.4, y: 30, z: 252.9
- x: 2.330234, y: 5.080001, z: 2.330235
x: 831.4, y: 30.1, z: 390.1
- x: 2.3, y: 5, z: 1
x: 821, y: 30, z: 682
- x: 27, y: 50, z: 2
x: 488.237, y: 30, z: 1024.58
- x: 4.860642, y: 22.84962, z: 18.84154
x: 433.56, y: 30.1, z: 924.13
- x: 2.3, y: 5, z: 1
x: 271.1, y: 30, z: 473.4
- x: 0.2, y: 3.83914, z: 0.5
x: 271.1, y: 30, z: 473.4
- x: 0.2, y: 3.84016, z: 0.5
x: 271.1, y: 30, z: 473.4
- x: 0.8, y: 0.2, z: 0.5
x: 271.1, y: 30, z: 473.4
- x: 0.8, y: 0.2, z: 0.5
x: 271.1, y: 30, z: 473.4
- x: 0.8, y: 0.2, z: 0.5
x: 271.1, y: 30, z: 473.4
- x: 0.8, y: 0.2, z: 0.5
x: 752.5, y: 39.144, z: 760.3
- x: 2.330234, y: 5.080001, z: 2.330235
x: 576.834, y: 29.99998, z: 867.46
- x: 4.860642, y: 22.71722, z: 18.84154
x: 129.07, y: 29.99981, z: 270.77
- x: 4.860642, y: 22.77914, z: 18.84154
x: 808.9, y: 30, z: 355
- x: 2.330234, y: 5.080001, z: 2.330235
x: 1494, y: 30, z: 1910.068
- x: 2.671631, y: 1.000394, z: 4
x: 1494, y: 30, z: 1910.068
- x: 2.671631, y: 0.9528793, z: 4
x: 1494, y: 30, z: 1910.068
- x: 2.629438, y: 0.8582736, z: 4
x: 1494, y: 30, z: 1910.068
- x: 2.638349, y: 0.857442, z: 4
x: 1494, y: 30, z: 1910.068
- x: 2.711258, y: 0.8446831, z: 4
x: 1494, y: 30, z: 1910.068
- x: 2.711258, y: 0.9302976, z: 4
x: 1494, y: 30, z: 1910.068
- x: 2.438105, y: 0.8866981, z: 4
x: 1494, y: 30, z: 1910.068
- x: 2.438105, y: 0.8712066, z: 4
x: 1494, y: 30, z: 1910.068
- x: 2.630981, y: 0.8681002, z: 4
x: 1494, y: 30, z: 1910.068
- x: 2.631592, y: 0.8607575, z: 4
x: 1494, y: 30, z: 1910.068
- x: 2.485962, y: 0.8306755, z: 4
x: 1494, y: 30, z: 1910.068
- x: 2.468709, y: 0.8440333, z: 4
x: 1494, y: 30, z: 1910.068
- x: 5.630659, y: 5.233475, z: 4
x: 1494, y: 30, z: 1910.068
- x: 5.630659, y: 5.233475, z: 4
x: 1494, y: 30, z: 1910.068
- x: 5.651978, y: 5.248775, z: 4
x: 1494, y: 30, z: 1910.068
- x: 5.651978, y: 5.240964, z: 4
x: 1494, y: 30, z: 1910.068
- x: 2.879064, y: 5.295494, z: 4
x: 1494, y: 30, z: 1910.068
- x: 2.879064, y: 5.311555, z: 4
x: 1494, y: 30, z: 1910.068
- x: 2.879064, y: 5.352987, z: 4
x: 1494, y: 30, z: 1910.068
- x: 38.45163, y: 1.710123, z: 4
x: 1494, y: 30, z: 1910.068
- x: 38.45094, y: 1.710123, z: 4
x: 1494, y: 30, z: 1910.068
- x: 2.879064, y: 5.189617, z: 4
x: 447.361, y: 29.99995, z: 691.85
- x: 4.860642, y: 21.74991, z: 18.84154
x: 375.2, y: 30, z: 322.2
- x: 3, y: 4, z: 0.1
x: 850.6, y: 30.1, z: 390.6
- x: 0.3, y: 4.7, z: 2.3
x: 850.6, y: 30.1, z: 390.6
- x: 0.2, y: 4.944441, z: 2.3
x: 850.6, y: 30.1, z: 390.6
- x: 2.451823, y: 0.3000001, z: 2.3
x: 850.6, y: 30.1, z: 390.6
- x: 1.3, y: 0.2449428, z: 2.3
x: 408.36, y: 30.1, z: 882.7
- x: 2.3, y: 5, z: 1
x: 287.7, y: 30.1, z: 286.8
- x: 0.3, y: 4.7, z: 2.3
x: 287.7, y: 30.1, z: 286.8
- x: 0.2, y: 4.944441, z: 2.3
x: 287.7, y: 30.1, z: 286.8
- x: 2.451823, y: 0.3000001, z: 2.3
x: 287.7, y: 30.1, z: 286.8
- x: 1.3, y: 0.2449428, z: 2.3
x: 158.32, y: 30, z: 275.4
- x: 2.330234, y: 5.080001, z: 2.330235
x: 835.9, y: 30, z: 1124.4
- x: 2.5, y: 0.2, z: 5
x: 835.9, y: 30, z: 1124.4
- x: 5.3, y: 0.3, z: 5
x: 835.9, y: 30, z: 1124.4
- x: 0.4, y: 2.1, z: 5
x: 835.9, y: 30, z: 1124.4
- x: 0.4, y: 1.6, z: 5
x: 835.9, y: 30, z: 1124.4
- x: 1.7, y: 0.15, z: 5
x: 835.9, y: 30, z: 1124.4
- x: 0.4, y: 1.25, z: 5
x: 835.9, y: 30, z: 1124.4
- x: 0.3, y: 5.1, z: 5
x: 835.9, y: 30, z: 1124.4
- x: 2.9, y: 0.3, z: 5
x: 835.9, y: 30, z: 1124.4
- x: 9.8, y: 0.3, z: 5
x: 835.9, y: 30, z: 1124.4
- x: 0.3, y: 0.4, z: 5
x: 835.9, y: 30, z: 1124.4
- x: 1.7, y: 0.2, z: 5
x: 835.9, y: 30, z: 1124.4
- x: 0.5, y: 1.4, z: 5
x: 835.9, y: 30, z: 1124.4
- x: 0.3, y: 1.7, z: 5
x: 1009.8, y: 30, z: 0.4
- x: 15, y: 4, z: 2
x: 1008.799, y: 13.71997, z: 1383.8
- x: 1, y: 1, z: 1
x: 1008.8, y: 13.71997, z: 1879
- x: 1, y: 1, z: 1
x: 1008.799, y: 13.71997, z: 1745.3
- x: 1, y: 1, z: 1
x: 1008.8, y: 13.71997, z: 946.6
- x: 1, y: 1, z: 1
x: 1008.799, y: 13.71997, z: 1429.2
- x: 1, y: 1, z: 1
x: 1008.758, y: 29.99451, z: 110.13
- x: 2, y: 2, z: 2
x: 1008.799, y: 13.71997, z: 1332.4
- x: 1, y: 1, z: 1
x: 1008.8, y: 13.71997, z: 1836.4
- x: 1, y: 1, z: 1
x: 1008.8, y: 13.92004, z: 885.1
- x: 1, y: 1, z: 1
x: 1008.8, y: 13.71997, z: 1791.4
- x: 1, y: 1, z: 1
